Usa Beverage Retailer  Dataset,,,,,,,,,,,
,,,,,,,,,,,
Retailer,Retailer ID,Invoice Date,Region,State,City,Beverage Brand,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin
Target,1185732,1/14/2023,Northeast,New York,Albany,Sprite,$0.30 ,"6,000","$1,800 ",$630 ,35%
Target,1185732,1/14/2023,Northeast,New York,Albany,Fanta,$0.35 ,"4,500","$1,575 ",$551 ,35%
Target,1185732,1/14/2023,Northeast,New York,Albany,Powerade,$0.50 ,"5,000","$2,500 ",$750 ,30%
Target,1185732,1/14/2023,Northeast,New York,Albany,Dasani Water,$0.40 ,"6,000","$2,400 ",$600 ,25%
Target,1185732,2/12/2023,Northeast,New York,Albany,Coca-Cola,$0.40 ,"8,500","$3,400 ","$1,700 ",50%
Target,1185732,2/12/2023,Northeast,New York,Albany,Diet Coke,$0.40 ,"5,000","$2,000 ",$600 ,30%
Target,1185732,2/12/2023,Northeast,New York,Albany,Sprite,$0.30 ,"5,500","$1,650 ",$578 ,35%
Target,1185732,2/12/2023,West,Wyoming,Cheyenne,Fanta,$0.35 ,"4,250","$1,488 ",$521 ,35%
Target,1185732,2/12/2023,West,Wyoming,Cheyenne,Powerade,$0.50 ,"5,000","$2,500 ",$750 ,30%
Target,1185732,2/12/2023,West,Wyoming,Cheyenne,Dasani Water,$0.40 ,"6,000","$2,400 ",$600 ,25%
Target,1185732,3/10/2023,West,Wyoming,Cheyenne,Coca-Cola,$0.40 ,"8,200","$3,280 ","$1,640 ",50%
Target,1185732,3/10/2023,West,Wyoming,Cheyenne,Diet Coke,$0.40 ,"5,250","$2,100 ",$630 ,30%
Target,1185732,3/10/2023,West,Wyoming,Cheyenne,Sprite,$0.30 ,"5,500","$1,650 ",$578 ,35%
Target,1185732,3/10/2023,West,Wyoming,Cheyenne,Fanta,$0.35 ,"4,000","$1,400 ",$490 ,35%
Target,1185732,3/10/2023,West,Wyoming,Cheyenne,Powerade,$0.50 ,"4,500","$2,250 ",$675 ,30%
Target,1185732,3/10/2023,West,Wyoming,Cheyenne,Dasani Water,$0.40 ,"5,500","$2,200 ",$550 ,25%
Target,1185732,4/11/2023,West,Wyoming,Cheyenne,Coca-Cola,$0.40 ,"8,000","$3,200 ","$1,600 ",50%
Target,1185732,4/11/2023,West,Wyoming,Cheyenne,Diet Coke,$0.40 ,"5,000","$2,000 ",$600 ,30%
Target,1185732,4/11/2023,West,Wyoming,Cheyenne,Sprite,$0.30 ,"5,000","$1,500 ",$525 ,35%
Target,1185732,4/11/2023,West,Wyoming,Cheyenne,Fanta,$0.35 ,"4,250","$1,488 ",$521 ,35%
Target,1185732,4/11/2023,West,Wyoming,Cheyenne,Powerade,$0.50 ,"4,250","$2,125 ",$638 ,30%
Target,1185732,4/11/2023,West,Wyoming,Cheyenne,Dasani Water,$0.40 ,"5,500","$2,200 ",$550 ,25%
Target,1185732,5/10/2023,West,Wyoming,Cheyenne,Coca-Cola,$0.50 ,"8,200","$4,100 ","$2,050 ",50%
Target,1185732,5/10/2023,West,Wyoming,Cheyenne,Diet Coke,$0.45 ,"5,250","$2,363 ",$709 ,30%
Target,1185732,5/10/2023,West,Wyoming,Cheyenne,Sprite,$0.40 ,"5,000","$2,000 ",$700 ,35%
Target,1185732,5/10/2023,West,Wyoming,Cheyenne,Fanta,$0.40 ,"4,500","$1,800 ",$630 ,35%
Target,1185732,5/10/2023,West,Wyoming,Cheyenne,Powerade,$0.50 ,"4,750","$2,375 ",$713 ,30%
Target,1185732,5/10/2023,West,Wyoming,Cheyenne,Dasani Water,$0.55 ,"6,000","$3,300 ",$825 ,25%
Target,1185732,6/12/2023,West,Wyoming,Cheyenne,Coca-Cola,$0.50 ,"8,500","$4,250 ","$2,125 ",50%
Target,1185732,6/12/2023,West,Wyoming,Cheyenne,Diet Coke,$0.45 ,"6,000","$2,700 ",$810 ,30%
Target,1185732,6/12/2023,West,Wyoming,Cheyenne,Sprite,$0.40 ,"5,250","$2,100 ",$735 ,35%
Target,1185732,6/12/2023,West,Wyoming,Cheyenne,Fanta,$0.40 ,"5,000","$2,000 ",$700 ,35%
Target,1185732,6/12/2023,West,Wyoming,Cheyenne,Powerade,$0.50 ,"5,000","$2,500 ",$750 ,30%
Target,1185732,6/12/2023,West,Wyoming,Cheyenne,Dasani Water,$0.55 ,"6,500","$3,575 ",$894 ,25%
Target,1185732,7/10/2023,West,Wyoming,Cheyenne,Coca-Cola,$0.50 ,"8,750","$4,375 ","$2,188 ",50%
Target,1185732,7/10/2023,West,Wyoming,Cheyenne,Diet Coke,$0.45 ,"6,250","$2,813 ",$844 ,30%
Target,1185732,7/10/2023,West,Wyoming,Cheyenne,Sprite,$0.40 ,"5,500","$2,200 ",$770 ,35%
Target,1185732,7/10/2023,West,Wyoming,Cheyenne,Fanta,$0.40 ,"5,000","$2,000 ",$700 ,35%
Target,1185732,7/10/2023,West,Wyoming,Cheyenne,Powerade,$0.50 ,"5,250","$2,625 ",$788 ,30%
Target,1185732,7/10/2023,West,Wyoming,Cheyenne,Dasani Water,$0.55 ,"7,000","$3,850 ",$963 ,25%
Target,1185732,8/11/2023,West,Wyoming,Cheyenne,Coca-Cola,$0.50 ,"8,500","$4,250 ","$2,125 ",50%
Target,1185732,8/11/2023,West,Wyoming,Cheyenne,Diet Coke,$0.45 ,"6,250","$2,813 ",$844 ,30%
Target,1185732,8/11/2023,West,Wyoming,Cheyenne,Sprite,$0.40 ,"5,500","$2,200 ",$770 ,35%
Target,1185732,8/11/2023,West,Wyoming,Cheyenne,Fanta,$0.40 ,"5,250","$2,100 ",$735 ,35%
Target,1185732,8/11/2023,West,Wyoming,Cheyenne,Powerade,$0.50 ,"5,000","$2,500 ",$750 ,30%
Target,1185732,8/11/2023,West,Wyoming,Cheyenne,Dasani Water,$0.55 ,"6,750","$3,713 ",$928 ,25%
Target,1185732,9/10/2023,West,Wyoming,Cheyenne,Coca-Cola,$0.50 ,"8,000","$4,000 ","$2,000 ",50%
Target,1185732,9/10/2023,West,Wyoming,Cheyenne,Diet Coke,$0.45 ,"6,000","$2,700 ",$810 ,30%
Target,1185732,9/10/2023,West,Wyoming,Cheyenne,Sprite,$0.40 ,"5,250","$2,100 ",$735 ,35%
Target,1185732,9/10/2023,West,Wyoming,Cheyenne,Fanta,$0.40 ,"5,000","$2,000 ",$700 ,35%
Target,1185732,9/10/2023,West,Wyoming,Cheyenne,Powerade,$0.50 ,"5,000","$2,500 ",$750 ,30%
Target,1185732,9/10/2023,West,Wyoming,Cheyenne,Dasani Water,$0.55 ,"6,000","$3,300 ",$825 ,25%
Target,1185732,10/12/2023,West,Wyoming,Cheyenne,Coca-Cola,$0.55 ,"7,750","$4,263 ","$2,131 ",50%
Target,1185732,10/12/2023,West,Wyoming,Cheyenne,Diet Coke,$0.45 ,"6,000","$2,700 ",$810 ,30%
Target,1185732,10/12/2023,West,Wyoming,Cheyenne,Sprite,$0.45 ,"5,000","$2,250 ",$788 ,35%
Target,1185732,10/12/2023,West,Wyoming,Cheyenne,Fanta,$0.45 ,"4,750","$2,138 ",$748 ,35%
Target,1185732,10/12/2023,West,Wyoming,Cheyenne,Powerade,$0.55 ,"4,750","$2,613 ",$784 ,30%
Target,1185732,10/12/2023,West,Wyoming,Cheyenne,Dasani Water,$0.60 ,"6,000","$3,600 ",$900 ,25%
Target,1185732,11/11/2023,West,Wyoming,Cheyenne,Coca-Cola,$0.55 ,"7,500","$4,125 ","$2,063 ",50%
Target,1185732,11/11/2023,West,Wyoming,Cheyenne,Diet Coke,$0.45 ,"5,750","$2,588 ",$776 ,30%
Target,1185732,11/11/2023,West,Wyoming,Cheyenne,Sprite,$0.45 ,"5,200","$2,340 ",$819 ,35%
Target,1185732,11/11/2023,West,Wyoming,Cheyenne,Fanta,$0.45 ,"5,000","$2,250 ",$788 ,35%
Target,1185732,11/11/2023,West,Wyoming,Cheyenne,Powerade,$0.55 ,"4,750","$2,613 ",$784 ,30%
Target,1185732,11/11/2023,West,Wyoming,Cheyenne,Dasani Water,$0.60 ,"5,750","$3,450 ",$863 ,25%
Target,1185732,12/10/2023,West,Wyoming,Cheyenne,Coca-Cola,$0.55 ,"8,000","$4,400 ","$2,200 ",50%
Target,1185732,12/10/2023,West,Wyoming,Cheyenne,Diet Coke,$0.45 ,"6,000","$2,700 ",$810 ,30%
BevCo,1185732,12/10/2023,West,Wyoming,Cheyenne,Sprite,$0.45 ,"5,500","$2,475 ",$866 ,35%
BevCo,1185732,12/10/2023,West,Wyoming,Cheyenne,Fanta,$0.45 ,"5,000","$2,250 ",$788 ,35%
BevCo,1185732,12/10/2023,West,Wyoming,Cheyenne,Powerade,$0.55 ,"5,000","$2,750 ",$825 ,30%
BevCo,1185732,12/10/2023,West,Wyoming,Cheyenne,Dasani Water,$0.60 ,"6,000","$3,600 ",$900 ,25%
BevCo,1128299,1/24/2023,West,Wyoming,Cheyenne,Coca-Cola,$0.30 ,"3,500","$1,050 ",$368 ,35%
BevCo,1128299,1/24/2023,West,Wyoming,Cheyenne,Diet Coke,$0.40 ,"3,500","$1,400 ",$490 ,35%
BevCo,1128299,1/24/2023,West,Wyoming,Cheyenne,Sprite,$0.40 ,"3,500","$1,400 ",$490 ,35%
BevCo,1128299,1/24/2023,West,Wyoming,Cheyenne,Fanta,$0.40 ,"2,000",$800 ,$280 ,35%
BevCo,1128299,1/24/2023,West,Wyoming,Cheyenne,Powerade,$0.45 ,"1,500",$675 ,$270 ,40%
BevCo,1128299,1/24/2023,West,Wyoming,Cheyenne,Dasani Water,$0.40 ,"4,000","$1,600 ",$480 ,30%
BevCo,1128299,2/24/2023,West,Wyoming,Cheyenne,Coca-Cola,$0.30 ,"4,500","$1,350 ",$473 ,35%
BevCo,1128299,2/24/2023,West,Wyoming,Cheyenne,Diet Coke,$0.40 ,"3,500","$1,400 ",$490 ,35%
BevCo,1128299,2/24/2023,West,Wyoming,Cheyenne,Sprite,$0.40 ,"3,500","$1,400 ",$490 ,35%
BevCo,1128299,2/24/2023,Southeast,Virginia,Richmond,Fanta,$0.40 ,"2,000",$800 ,$280 ,35%
BevCo,1128299,2/24/2023,Southeast,Virginia,Richmond,Powerade,$0.45 ,"1,250",$563 ,$225 ,40%
BevCo,1128299,2/24/2023,Southeast,Virginia,Richmond,Dasani Water,$0.40 ,"3,250","$1,300 ",$390 ,30%
BevCo,1128299,3/23/2023,Southeast,Virginia,Richmond,Coca-Cola,$0.40 ,"4,750","$1,900 ",$665 ,35%
BevCo,1128299,3/23/2023,Southeast,Virginia,Richmond,Diet Coke,$0.50 ,"3,250","$1,625 ",$569 ,35%
BevCo,1128299,3/23/2023,Southeast,Virginia,Richmond,Sprite,$0.55 ,"3,500","$1,925 ",$674 ,35%
BevCo,1128299,3/23/2023,Southeast,Virginia,Richmond,Fanta,$0.50 ,"2,500","$1,250 ",$438 ,35%
BevCo,1128299,3/23/2023,Southeast,Virginia,Richmond,Powerade,$0.55 ,"1,000",$550 ,$220 ,40%
BevCo,1128299,3/23/2023,Southeast,Virginia,Richmond,Dasani Water,$0.50 ,"3,000","$1,500 ",$450 ,30%
BevCo,1128299,4/24/2023,Southeast,Virginia,Richmond,Coca-Cola,$0.55 ,"4,750","$2,613 ",$914 ,35%
BevCo,1128299,4/24/2023,Southeast,Virginia,Richmond,Diet Coke,$0.60 ,"2,750","$1,650 ",$578 ,35%
BevCo,1128299,4/24/2023,Southeast,Virginia,Richmond,Sprite,$0.60 ,"3,250","$1,950 ",$683 ,35%
BevCo,1128299,4/24/2023,Southeast,Virginia,Richmond,Fanta,$0.45 ,"2,250","$1,013 ",$354 ,35%
BevCo,1128299,4/24/2023,Southeast,Virginia,Richmond,Powerade,$0.50 ,"1,250",$625 ,$250 ,40%
BevCo,1128299,4/24/2023,Southeast,Virginia,Richmond,Dasani Water,$0.65 ,"3,000","$1,950 ",$585 ,30%
BevCo,1128299,5/25/2023,Southeast,Virginia,Richmond,Coca-Cola,$0.50 ,"5,000","$2,500 ",$875 ,35%
BevCo,1128299,5/25/2023,Southeast,Virginia,Richmond,Diet Coke,$0.55 ,"3,500","$1,925 ",$674 ,35%
BevCo,1128299,5/25/2023,Southeast,Virginia,Richmond,Sprite,$0.55 ,"3,500","$1,925 ",$674 ,35%
BevCo,1128299,5/25/2023,Southeast,Virginia,Richmond,Fanta,$0.50 ,"2,750","$1,375 ",$481 ,35%
BevCo,1128299,5/25/2023,Southeast,Virginia,Richmond,Powerade,$0.45 ,"1,750",$788 ,$315 ,40%
BevCo,1128299,5/25/2023,Southeast,Virginia,Richmond,Dasani Water,$0.60 ,"5,250","$3,150 ",$945 ,30%
BevCo,1128299,6/24/2023,Southeast,Virginia,Richmond,Coca-Cola,$0.55 ,"7,750","$4,263 ","$1,492 ",35%
BevCo,1128299,6/24/2023,Southeast,Virginia,Richmond,Diet Coke,$0.65 ,"6,500","$4,225 ","$1,479 ",35%
BevCo,1128299,6/24/2023,Southeast,Virginia,Richmond,Sprite,$0.80 ,"6,500","$5,200 ","$1,820 ",35%
BevCo,1128299,6/24/2023,Southeast,Virginia,Richmond,Fanta,$0.80 ,"5,250","$4,200 ","$1,470 ",35%
BevCo,1128299,6/24/2023,Southeast,Virginia,Richmond,Powerade,$0.90 ,"4,000","$3,600 ","$1,440 ",40%
BevCo,1128299,6/24/2023,Southeast,Virginia,Richmond,Dasani Water,$1.05 ,"7,000","$7,350 ","$2,205 ",30%
BevCo,1128299,7/23/2023,Southeast,Virginia,Richmond,Coca-Cola,$0.85 ,"8,500","$7,225 ","$2,529 ",35%
BevCo,1128299,7/23/2023,Southeast,Virginia,Richmond,Diet Coke,$0.90 ,"7,000","$6,300 ","$2,205 ",35%
BevCo,1128299,7/23/2023,Southeast,Virginia,Richmond,Sprite,$0.90 ,"6,500","$5,850 ","$2,048 ",35%
BevCo,1128299,7/23/2023,Southeast,Virginia,Richmond,Fanta,$0.85 ,"5,500","$4,675 ","$1,636 ",35%
BevCo,1128299,7/23/2023,Southeast,Virginia,Richmond,Powerade,$0.90 ,"6,000","$5,400 ","$2,160 ",40%
BevCo,1128299,7/23/2023,Southeast,Virginia,Richmond,Dasani Water,$1.05 ,"6,000","$6,300 ","$1,890 ",30%
BevCo,1128299,8/24/2023,Southeast,Virginia,Richmond,Coca-Cola,$0.90 ,"8,000","$7,200 ","$2,520 ",35%
BevCo,1128299,8/24/2023,Southeast,Virginia,Richmond,Diet Coke,$0.80 ,"7,750","$6,200 ","$2,170 ",35%
BevCo,1128299,8/24/2023,Southeast,Virginia,Richmond,Sprite,$0.70 ,"6,500","$4,550 ","$1,593 ",35%
BevCo,1128299,8/24/2023,Southeast,Virginia,Richmond,Fanta,$0.70 ,"4,250","$2,975 ","$1,041 ",35%
BevCo,1128299,8/24/2023,Southeast,Virginia,Richmond,Powerade,$0.70 ,"4,250","$2,975 ","$1,190 ",40%
BevCo,1128299,8/24/2023,Southeast,Virginia,Richmond,Dasani Water,$0.75 ,"2,500","$1,875 ",$563 ,30%
BevCo,1128299,9/25/2023,Southeast,Virginia,Richmond,Coca-Cola,$0.50 ,"4,500","$2,250 ",$788 ,35%
BevCo,1128299,9/25/2023,Southeast,Virginia,Richmond,Diet Coke,$0.55 ,"4,500","$2,475 ",$866 ,35%
BevCo,1128299,9/25/2023,Southeast,Virginia,Richmond,Sprite,$0.50 ,"2,500","$1,250 ",$438 ,35%
BevCo,1128299,9/25/2023,Southeast,Virginia,Richmond,Fanta,$0.50 ,"2,000","$1,000 ",$350 ,35%
BevCo,1128299,9/25/2023,Southeast,Virginia,Richmond,Powerade,$0.60 ,"2,250","$1,350 ",$540 ,40%
BevCo,1128299,9/25/2023,Southeast,Virginia,Richmond,Dasani Water,$0.45 ,"2,500","$1,125 ",$338 ,30%
BevCo,1128299,10/24/2023,Southeast,Virginia,Richmond,Coca-Cola,$0.40 ,"3,500","$1,400 ",$490 ,35%
BevCo,1128299,10/24/2023,Southeast,Virginia,Richmond,Diet Coke,$0.55 ,"5,250","$2,888 ","$1,011 ",35%
BevCo,1128299,10/24/2023,Southeast,Virginia,Richmond,Sprite,$0.50 ,"3,500","$1,750 ",$613 ,35%
BevCo,1128299,10/24/2023,Southeast,Virginia,Richmond,Fanta,$0.45 ,"3,250","$1,463 ",$512 ,35%
BevCo,1128299,10/24/2023,Southeast,Virginia,Richmond,Powerade,$0.55 ,"3,000","$1,650 ",$660 ,40%
BevCo,1128299,10/24/2023,Southeast,Virginia,Richmond,Dasani Water,$0.60 ,"3,500","$2,100 ",$630 ,30%
BevCo,1128299,11/24/2023,Southeast,Virginia,Richmond,Coca-Cola,$0.45 ,"5,750","$2,588 ",$906 ,35%
BevCo,1128299,11/24/2023,Southeast,Virginia,Richmond,Diet Coke,$0.50 ,"6,500","$3,250 ","$1,138 ",35%
BevCo,1128299,11/24/2023,Southeast,Virginia,Richmond,Sprite,$0.45 ,"4,750","$2,138 ",$748 ,35%
BevCo,1128299,11/24/2023,Southeast,Virginia,Richmond,Fanta,$0.55 ,"4,500","$2,475 ",$866 ,35%
BevCo,1128299,11/24/2023,Southeast,Virginia,Richmond,Powerade,$0.75 ,"4,250","$3,188 ","$1,275 ",40%
BevCo,1128299,11/24/2023,Southeast,Virginia,Richmond,Dasani Water,$0.80 ,"5,500","$4,400 ","$1,320 ",30%
BevCo,1128299,12/23/2023,Southeast,Virginia,Richmond,Coca-Cola,$0.65 ,"7,500","$4,875 ","$1,706 ",35%
BevCo,1128299,12/23/2023,Southeast,Virginia,Richmond,Diet Coke,$0.75 ,"7,500","$5,625 ","$1,969 ",35%
FizzyCo,1128299,12/23/2023,Southeast,Virginia,Richmond,Sprite,$0.70 ,"5,500","$3,850 ","$1,348 ",35%
FizzyCo,1128299,12/23/2023,Southeast,Virginia,Richmond,Fanta,$0.70 ,"5,500","$3,850 ","$1,348 ",35%
FizzyCo,1128299,12/23/2023,Southeast,Virginia,Richmond,Powerade,$0.80 ,"4,750","$3,800 ","$1,520 ",40%
FizzyCo,1128299,12/23/2023,Southeast,Virginia,Richmond,Dasani Water,$0.85 ,"5,750","$4,888 ","$1,466 ",30%
FizzyCo,1185732,1/19/2023,Southeast,Virginia,Richmond,Coca-Cola,$0.35 ,"7,500","$2,625 ","$1,313 ",50%
FizzyCo,1185732,1/19/2023,Southeast,Virginia,Richmond,Diet Coke,$0.35 ,"5,500","$1,925 ",$770 ,40%
FizzyCo,1185732,1/19/2023,Southeast,Virginia,Richmond,Sprite,$0.25 ,"5,500","$1,375 ",$413 ,30%
FizzyCo,1185732,1/19/2023,Southeast,Virginia,Richmond,Fanta,$0.30 ,"4,000","$1,200 ",$420 ,35%
FizzyCo,1185732,1/19/2023,Southeast,Virginia,Richmond,Powerade,$0.45 ,"4,500","$2,025 ",$810 ,40%
FizzyCo,1185732,1/19/2023,Southeast,Virginia,Richmond,Dasani Water,$0.35 ,"5,500","$1,925 ","$1,059 ",55%
FizzyCo,1185732,2/17/2023,Southeast,Virginia,Richmond,Coca-Cola,$0.35 ,"8,000","$2,800 ","$1,400 ",50%
FizzyCo,1185732,2/17/2023,Southeast,Virginia,Richmond,Diet Coke,$0.35 ,"4,500","$1,575 ",$630 ,40%
FizzyCo,1185732,2/17/2023,Southeast,Virginia,Richmond,Sprite,$0.25 ,"5,000","$1,250 ",$375 ,30%
FizzyCo,1185732,2/17/2023,Midwest,Michigan,Detroit,Fanta,$0.30 ,"3,750","$1,125 ",$394 ,35%
FizzyCo,1185732,2/17/2023,Midwest,Michigan,Detroit,Powerade,$0.45 ,"4,500","$2,025 ",$810 ,40%
FizzyCo,1185732,2/17/2023,Midwest,Michigan,Detroit,Dasani Water,$0.35 ,"5,500","$1,925 ","$1,059 ",55%
FizzyCo,1185732,3/15/2023,Midwest,Michigan,Detroit,Coca-Cola,$0.35 ,"7,700","$2,695 ","$1,348 ",50%
FizzyCo,1185732,3/15/2023,Midwest,Michigan,Detroit,Diet Coke,$0.35 ,"4,500","$1,575 ",$630 ,40%
FizzyCo,1185732,3/15/2023,Midwest,Michigan,Detroit,Sprite,$0.25 ,"4,750","$1,188 ",$356 ,30%
FizzyCo,1185732,3/15/2023,Midwest,Michigan,Detroit,Fanta,$0.30 ,"3,250",$975 ,$341 ,35%
FizzyCo,1185732,3/15/2023,Midwest,Michigan,Detroit,Powerade,$0.45 ,"3,750","$1,688 ",$675 ,40%
FizzyCo,1185732,3/15/2023,Midwest,Michigan,Detroit,Dasani Water,$0.35 ,"4,750","$1,663 ",$914 ,55%
FizzyCo,1185732,4/16/2023,Midwest,Michigan,Detroit,Coca-Cola,$0.35 ,"7,250","$2,538 ","$1,269 ",50%
FizzyCo,1185732,4/16/2023,Midwest,Michigan,Detroit,Diet Coke,$0.40 ,"4,250","$1,700 ",$680 ,40%
FizzyCo,1185732,4/16/2023,Midwest,Michigan,Detroit,Sprite,$0.30 ,"4,500","$1,350 ",$405 ,30%
FizzyCo,1185732,4/16/2023,Midwest,Michigan,Detroit,Fanta,$0.35 ,"3,750","$1,313 ",$459 ,35%
FizzyCo,1185732,4/16/2023,Midwest,Michigan,Detroit,Powerade,$0.50 ,"4,000","$2,000 ",$800 ,40%
FizzyCo,1185732,4/16/2023,Midwest,Michigan,Detroit,Dasani Water,$0.40 ,"5,250","$2,100 ","$1,155 ",55%
FizzyCo,1185732,5/15/2023,Midwest,Michigan,Detroit,Coca-Cola,$0.50 ,"7,950","$3,975 ","$1,988 ",50%
FizzyCo,1185732,5/15/2023,Midwest,Michigan,Detroit,Diet Coke,$0.50 ,"5,000","$2,500 ","$1,000 ",40%
FizzyCo,1185732,5/15/2023,Midwest,Michigan,Detroit,Sprite,$0.45 ,"4,750","$2,138 ",$641 ,30%
FizzyCo,1185732,5/15/2023,Midwest,Michigan,Detroit,Fanta,$0.45 ,"4,500","$2,025 ",$709 ,35%
FizzyCo,1185732,5/15/2023,Midwest,Michigan,Detroit,Powerade,$0.55 ,"4,750","$2,613 ","$1,045 ",40%
FizzyCo,1185732,5/15/2023,Midwest,Michigan,Detroit,Dasani Water,$0.60 ,"5,750","$3,450 ","$1,898 ",55%
FizzyCo,1185732,6/17/2023,Midwest,Michigan,Detroit,Coca-Cola,$0.55 ,"8,250","$4,538 ","$2,269 ",50%
FizzyCo,1185732,6/17/2023,Midwest,Michigan,Detroit,Diet Coke,$0.50 ,"5,750","$2,875 ","$1,150 ",40%
FizzyCo,1185732,6/17/2023,Midwest,Michigan,Detroit,Sprite,$0.45 ,"5,500","$2,475 ",$743 ,30%
FizzyCo,1185732,6/17/2023,Midwest,Michigan,Detroit,Fanta,$0.45 ,"5,250","$2,363 ",$827 ,35%
FizzyCo,1185732,6/17/2023,Midwest,Michigan,Detroit,Powerade,$0.60 ,"5,250","$3,150 ","$1,260 ",40%
FizzyCo,1185732,6/17/2023,Midwest,Michigan,Detroit,Dasani Water,$0.65 ,"6,750","$4,388 ","$2,413 ",55%
FizzyCo,1185732,7/15/2023,Midwest,Michigan,Detroit,Coca-Cola,$0.60 ,"9,000","$5,400 ","$2,700 ",50%
FizzyCo,1185732,7/15/2023,Midwest,Michigan,Detroit,Diet Coke,$0.55 ,"6,500","$3,575 ","$1,430 ",40%
FizzyCo,1185732,7/15/2023,Midwest,Michigan,Detroit,Sprite,$0.50 ,"5,750","$2,875 ",$863 ,30%
FizzyCo,1185732,7/15/2023,Midwest,Michigan,Detroit,Fanta,$0.50 ,"5,250","$2,625 ",$919 ,35%
FizzyCo,1185732,7/15/2023,Midwest,Michigan,Detroit,Powerade,$0.60 ,"5,500","$3,300 ","$1,320 ",40%
FizzyCo,1185732,7/15/2023,Midwest,Michigan,Detroit,Dasani Water,$0.65 ,"7,250","$4,713 ","$2,592 ",55%
FizzyCo,1185732,8/16/2023,Midwest,Michigan,Detroit,Coca-Cola,$0.60 ,"8,750","$5,250 ","$2,625 ",50%
FizzyCo,1185732,8/16/2023,Midwest,Michigan,Detroit,Diet Coke,$0.55 ,"6,500","$3,575 ","$1,430 ",40%
FizzyCo,1185732,8/16/2023,Midwest,Michigan,Detroit,Sprite,$0.45 ,"5,750","$2,588 ",$776 ,30%
FizzyCo,1185732,8/16/2023,Midwest,Michigan,Detroit,Fanta,$0.35 ,"5,250","$1,838 ",$643 ,35%
FizzyCo,1185732,8/16/2023,Midwest,Michigan,Detroit,Powerade,$0.45 ,"5,000","$2,250 ",$900 ,40%
FizzyCo,1185732,8/16/2023,Midwest,Michigan,Detroit,Dasani Water,$0.50 ,"6,750","$3,375 ","$1,856 ",55%
FizzyCo,1185732,9/15/2023,Midwest,Michigan,Detroit,Coca-Cola,$0.45 ,"8,000","$3,600 ","$1,800 ",50%
FizzyCo,1185732,9/15/2023,Midwest,Michigan,Detroit,Diet Coke,$0.40 ,"6,000","$2,400 ",$960 ,40%
FizzyCo,1185732,9/15/2023,Midwest,Michigan,Detroit,Sprite,$0.35 ,"5,000","$1,750 ",$525 ,30%
FizzyCo,1185732,9/15/2023,Midwest,Michigan,Detroit,Fanta,$0.35 ,"4,750","$1,663 ",$582 ,35%
FizzyCo,1185732,9/15/2023,Midwest,Michigan,Detroit,Powerade,$0.45 ,"4,750","$2,138 ",$855 ,40%
FizzyCo,1185732,9/15/2023,Midwest,Michigan,Detroit,Dasani Water,$0.50 ,"5,750","$2,875 ","$1,581 ",55%
FizzyCo,1185732,10/17/2023,Midwest,Michigan,Detroit,Coca-Cola,$0.50 ,"7,500","$3,750 ","$1,875 ",50%
FizzyCo,1185732,10/17/2023,Midwest,Michigan,Detroit,Diet Coke,$0.40 ,"5,750","$2,300 ",$920 ,40%
FizzyCo,1185732,10/17/2023,Midwest,Michigan,Detroit,Sprite,$0.40 ,"4,250","$1,700 ",$510 ,30%
FizzyCo,1185732,10/17/2023,Midwest,Michigan,Detroit,Fanta,$0.40 ,"4,000","$1,600 ",$560 ,35%
FizzyCo,1185732,10/17/2023,Midwest,Michigan,Detroit,Powerade,$0.50 ,"4,000","$2,000 ",$800 ,40%
FizzyCo,1185732,10/17/2023,Midwest,Michigan,Detroit,Dasani Water,$0.55 ,"5,250","$2,888 ","$1,588 ",55%
FizzyCo,1185732,11/16/2023,Midwest,Michigan,Detroit,Coca-Cola,$0.50 ,"6,750","$3,375 ","$1,688 ",50%
FizzyCo,1185732,11/16/2023,Midwest,Michigan,Detroit,Diet Coke,$0.45 ,"5,000","$2,250 ",$900 ,40%
FizzyCo,1185732,11/16/2023,Midwest,Michigan,Detroit,Sprite,$0.45 ,"4,450","$2,003 ",$601 ,30%
FizzyCo,1185732,11/16/2023,Midwest,Michigan,Detroit,Fanta,$0.45 ,"4,750","$2,138 ",$748 ,35%
FizzyCo,1185732,11/16/2023,Midwest,Michigan,Detroit,Powerade,$0.60 ,"4,500","$2,700 ","$1,080 ",40%
FizzyCo,1185732,11/16/2023,Midwest,Michigan,Detroit,Dasani Water,$0.65 ,"6,250","$4,063 ","$2,234 ",55%
FizzyCo,1185732,12/15/2023,Midwest,Michigan,Detroit,Coca-Cola,$0.60 ,"8,500","$5,100 ","$2,550 ",50%
FizzyCo,1185732,12/15/2023,Midwest,Michigan,Detroit,Diet Coke,$0.50 ,"6,500","$3,250 ","$1,300 ",40%
BevCo,1185732,12/15/2023,Midwest,Michigan,Detroit,Sprite,$0.50 ,"6,000","$3,000 ",$900 ,30%
BevCo,1185732,12/15/2023,Midwest,Michigan,Detroit,Fanta,$0.50 ,"5,500","$2,750 ",$963 ,35%
BevCo,1185732,12/15/2023,Midwest,Michigan,Detroit,Powerade,$0.60 ,"5,500","$3,300 ","$1,320 ",40%
BevCo,1185732,12/15/2023,Midwest,Michigan,Detroit,Dasani Water,$0.65 ,"6,500","$4,225 ","$2,324 ",55%
